,actionTimes,actions,clickTimes,clicks,condition,delays,infoCost,minTime,path,rt,score,time_elapsed,trialID,trialIndex,trial_type,worker_id,assignment_id,pid
630,"[9148, 13212, 14251]","[u'left', u'left', u'up']","[1309, 1902, 2631, 3085, 3925, 4509, 5077, 5637, 6554, 6902]","[u'12', u'13', u'10', u'11', u'17', u'16', u'15', u'14', u'8', u'4']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[9148, 259, 288]",39.0,859773,0.0,7.0,graph,A1LRDHZZUVF9AZ,3PW9OPU9PQKHXHH7MCQ56AE9EWR21H,34
631,"[24317, 28365, 29093]","[u'right', u'right', u'up']","[1326, 2515, 3142, 3616, 5159, 5654, 6690, 7074, 7886, 8408, 11080, 11490, 13682, 14124, 18509, 18884]","[u'12', u'13', u'10', u'11', u'14', u'15', u'16', u'17', u'8', u'4', u'2', u'6', u'5', u'9', u'3', u'7']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[24317, 376, 1]",20.4,919504,7.0,8.0,graph,A1LRDHZZUVF9AZ,3PW9OPU9PQKHXHH7MCQ56AE9EWR21H,34
641,"[23591, 28594, 30747]","[u'down', u'down', u'right']","[3393, 5058, 6373, 8868, 10338, 11851, 12630, 13583, 14627, 15536, 16820, 18204, 19017, 19946]","[u'3', u'7', u'12', u'13', u'4', u'8', u'14', u'15', u'2', u'6', u'5', u'9', u'16', u'17']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[23589, 645, 39]",40.6,399152,4.0,1.0,graph,A1MADOUB1BA0A5,3HUTX6F6VUN2T9O8SEOGI6RH8NF2OF,35
642,"[15785, 21122, 23368]","[u'right', u'right', u'up']","[1087, 3110, 4188, 5140, 6644, 7752, 8864, 9814, 10849, 11752, 12706]","[u'3', u'7', u'4', u'2', u'6', u'10', u'11', u'5', u'9', u'17', u'16']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[15785, 544, 2]",32.9,454803,3.0,2.0,graph,A1MADOUB1BA0A5,3HUTX6F6VUN2T9O8SEOGI6RH8NF2OF,35
643,"[21062, 26502, 28785]","[u'left', u'left', u'up']","[1922, 3503, 5236, 6209, 7239, 8504, 10900, 12294, 13236, 14304, 16222, 17299]","[u'3', u'7', u'4', u'8', u'15', u'14', u'5', u'9', u'2', u'6', u'10', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[21061, 568, 1]",32.8,508825,5.0,3.0,graph,A1MADOUB1BA0A5,3HUTX6F6VUN2T9O8SEOGI6RH8NF2OF,35
644,"[16242, 21197, 23433]","[u'right', u'right', u'up']","[2661, 3937, 5563, 7085, 7997, 8811, 9687, 10773, 11549, 12559, 13703]","[u'3', u'4', u'8', u'14', u'15', u'5', u'9', u'2', u'6', u'10', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[16241, 160, 3]",32.9,564241,2.0,4.0,graph,A1MADOUB1BA0A5,3HUTX6F6VUN2T9O8SEOGI6RH8NF2OF,35
645,"[8507, 14191, 16528]","[u'up', u'up', u'left']","[622, 1676, 2740, 4206]","[u'3', u'7', u'12', u'13']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[8506, 436, 1]",36.6,618143,6.0,5.0,graph,A1MADOUB1BA0A5,3HUTX6F6VUN2T9O8SEOGI6RH8NF2OF,35
646,"[12862, 18125, 20419]","[u'down', u'down', u'left']","[851, 2103, 3090, 4302, 5267, 6326, 7289, 8569, 9739, 10865]","[u'3', u'7', u'12', u'13', u'4', u'5', u'2', u'9', u'16', u'17']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[12861, 370, 2]",45.0,682106,1.0,6.0,graph,A1MADOUB1BA0A5,3HUTX6F6VUN2T9O8SEOGI6RH8NF2OF,35
647,"[23527, 28853, 31106]","[u'left', u'left', u'up']","[4484, 5852, 8531, 9626, 10606, 12364, 13844, 14776, 16330, 17490, 18857]","[u'3', u'7', u'4', u'8', u'14', u'15', u'5', u'9', u'16', u'17', u'2']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[23527, 495, 2]",38.9,736446,0.0,7.0,graph,A1MADOUB1BA0A5,3HUTX6F6VUN2T9O8SEOGI6RH8NF2OF,35
648,"[16894, 22066, 24292]","[u'right', u'right', u'up']","[649, 2076, 3092, 3868, 4770, 5912, 7913, 9054, 10570, 13276, 14420]","[u'3', u'4', u'5', u'2', u'6', u'10', u'11', u'7', u'8', u'12', u'13']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[16893, 415, 1]",20.9,790346,7.0,8.0,graph,A1MADOUB1BA0A5,3HUTX6F6VUN2T9O8SEOGI6RH8NF2OF,35
664,"[55539, 61746, 66723]","[u'left', u'left', u'down']","[6544, 14071, 15533, 21764, 22833, 25598, 28712, 29657, 33460]","[u'3', u'2', u'8', u'12', u'14', u'7', u'13', u'4', u'15']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[55534, 1697, 9]",39.1,1469894,0.0,1.0,graph,A1NGXQMOBCXDC3,3LKC68YZ3A3O5PMF6YDN6D76CU8WOP,36
665,"[17794, 37008, 39440]","[u'up', u'up', u'left']","[3321, 4892, 6084, 7172, 8741, 9825, 10412, 12245, 12985, 26975, 28023]","[u'4', u'8', u'15', u'2', u'6', u'5', u'9', u'3', u'7', u'13', u'12']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[17793, 10891, 698]",1.9,1533871,7.0,2.0,graph,A1NGXQMOBCXDC3,3LKC68YZ3A3O5PMF6YDN6D76CU8WOP,36
666,"[15309, 23291, 28210]","[u'up', u'up', u'left']","[8370, 9207, 9792, 10479]","[u'3', u'7', u'13', u'12']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[15309, 1407, 12]",22.6,1598102,4.0,3.0,graph,A1NGXQMOBCXDC3,3LKC68YZ3A3O5PMF6YDN6D76CU8WOP,36
667,"[23529, 31611, 36305]","[u'left', u'left', u'up']","[2681, 4044, 4864, 5897, 7247, 8179, 8975, 9953, 11375, 12904, 13999, 16096, 17479, 18285, 18973, 20297]","[u'2', u'6', u'11', u'10', u'3', u'7', u'13', u'12', u'4', u'8', u'14', u'15', u'5', u'9', u'17', u'16']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[23529, 4374, 1147]",32.4,1661071,5.0,4.0,graph,A1NGXQMOBCXDC3,3LKC68YZ3A3O5PMF6YDN6D76CU8WOP,36
668,"[21989, 26343, 29974]","[u'right', u'right', u'up']","[2058, 2761, 3202, 3845, 4938, 5424, 6051, 7293, 8250, 8936, 9600, 10890, 12034, 12661, 13321, 14425]","[u'3', u'7', u'13', u'12', u'2', u'6', u'10', u'11', u'5', u'9', u'16', u'17', u'4', u'8', u'15', u'14']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[21987, 628, 8]",32.4,1721532,3.0,5.0,graph,A1NGXQMOBCXDC3,3LKC68YZ3A3O5PMF6YDN6D76CU8WOP,36
669,"[10699, 16037, 21274]","[u'up', u'up', u'left']","[3269, 4644, 5701, 7364]","[u'3', u'7', u'13', u'12']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[10699, 574, 785]",36.6,1785437,6.0,6.0,graph,A1NGXQMOBCXDC3,3LKC68YZ3A3O5PMF6YDN6D76CU8WOP,36
670,"[14863, 22685, 27798]","[u'right', u'right', u'up']","[1124, 1864, 2567, 3628, 5463, 6175, 6929, 7692, 8600, 9291, 9856]","[u'3', u'7', u'13', u'12', u'4', u'8', u'14', u'15', u'2', u'6', u'10']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[14862, 1502, 906]",32.9,1854127,2.0,7.0,graph,A1NGXQMOBCXDC3,3LKC68YZ3A3O5PMF6YDN6D76CU8WOP,36
671,"[14274, 20133, 25683]","[u'down', u'down', u'left']","[861, 1628, 2607, 3221, 3972, 4740, 5733, 6360, 6943, 7513, 8873, 9905, 10661, 11348, 12089]","[u'2', u'6', u'3', u'7', u'13', u'12', u'4', u'8', u'14', u'15', u'11', u'5', u'9', u'17', u'16']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[14273, 475, 1262]",44.5,1915433,1.0,8.0,graph,A1NGXQMOBCXDC3,3LKC68YZ3A3O5PMF6YDN6D76CU8WOP,36
679,"[52137, 57036, 58482]","[u'left', u'left', u'up']","[2611, 3453, 4168, 5172, 14912, 15430, 16149, 16863, 22719, 23278, 23747, 24684]","[u'3', u'7', u'13', u'12', u'2', u'6', u'10', u'11', u'4', u'8', u'14', u'15']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[52132, 1027, 468]",38.8,984673,0.0,1.0,graph,A1NW6Q6P3NBHWE,3NG53N1RLVJV0O2YNVAWHX9A4S98PB,37
680,"[18281, 25563, 29776]","[u'up', u'up', u'left']","[1621, 2397, 3321, 4044, 5135, 5647, 6148, 6662, 7571, 8017, 8831, 9665, 10051, 10703, 11091, 11464]","[u'7', u'3', u'12', u'13', u'4', u'8', u'15', u'14', u'5', u'2', u'16', u'9', u'17', u'11', u'6', u'10']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[18281, 3565, 3272]",35.4,1036131,6.0,2.0,graph,A1NW6Q6P3NBHWE,3NG53N1RLVJV0O2YNVAWHX9A4S98PB,37
681,"[20302, 28200, 32935]","[u'left', u'left', u'up']","[1639, 2225, 2863, 3609, 5122, 6467, 7085, 7636, 8388, 9064, 9514, 9964, 10815, 11476, 11985, 12759]","[u'3', u'7', u'12', u'13', u'5', u'9', u'16', u'17', u'2', u'10', u'6', u'11', u'4', u'8', u'15', u'14']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[20302, 4118, 3807]",32.4,1087362,5.0,3.0,graph,A1NW6Q6P3NBHWE,3NG53N1RLVJV0O2YNVAWHX9A4S98PB,37
682,"[18671, 27649, 33535]","[u'down', u'down', u'right']","[1601, 2524, 3310, 4010, 5262, 5948, 6453, 7122, 8317, 9064, 9621, 10623, 12010, 12870, 13282, 13805]","[u'7', u'3', u'12', u'13', u'4', u'8', u'14', u'15', u'5', u'9', u'16', u'17', u'2', u'10', u'6', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[18671, 5265, 4912]",40.4,1140759,4.0,4.0,graph,A1NW6Q6P3NBHWE,3NG53N1RLVJV0O2YNVAWHX9A4S98PB,37
683,"[23145, 31875, 37196]","[u'down', u'down', u'left']","[3514, 4327, 5231, 5916, 7137, 7820, 8247, 9020, 9700, 10290, 11195, 11878, 12843, 13326, 13744, 14379]","[u'3', u'7', u'12', u'13', u'4', u'8', u'14', u'15', u'5', u'9', u'16', u'17', u'2', u'6', u'10', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[23145, 5022, 4377]",44.4,1191424,1.0,5.0,graph,A1NW6Q6P3NBHWE,3NG53N1RLVJV0O2YNVAWHX9A4S98PB,37
684,"[23961, 33400, 38966]","[u'right', u'right', u'up']","[2207, 3867, 6328, 7921, 9161, 10433, 11188, 11992, 12791, 13432, 14188]","[u'5', u'9', u'2', u'3', u'4', u'8', u'14', u'15', u'6', u'10', u'11']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[23961, 5419, 4556]",32.9,1245131,2.0,6.0,graph,A1NW6Q6P3NBHWE,3NG53N1RLVJV0O2YNVAWHX9A4S98PB,37
685,"[34330, 39695, 44343]","[u'right', u'right', u'up']","[1172, 2382, 4366, 4984, 7634, 8278, 10375, 12231, 12987, 13780, 14881, 15421, 16191, 23630, 24467, 25127]","[u'3', u'4', u'5', u'2', u'10', u'6', u'11', u'7', u'12', u'13', u'14', u'8', u'15', u'9', u'17', u'16']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[34330, 1672, 3686]",20.4,1300750,7.0,7.0,graph,A1NW6Q6P3NBHWE,3NG53N1RLVJV0O2YNVAWHX9A4S98PB,37
686,"[17128, 26800, 33118]","[u'right', u'right', u'up']","[804, 1391, 2165, 2760, 4796, 5275, 5820, 7352, 8804, 10262, 11093]","[u'3', u'4', u'5', u'2', u'16', u'9', u'17', u'6', u'7', u'11', u'10']",3.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[17127, 5641, 5284]",32.9,1353133,3.0,8.0,graph,A1NW6Q6P3NBHWE,3NG53N1RLVJV0O2YNVAWHX9A4S98PB,37
694,"[23632, 27854, 29503]","[u'down', u'down', u'right']","[5397, 6958, 7734, 8330, 9296, 9926, 10466, 11452, 14166, 14658]","[u'3', u'4', u'5', u'2', u'8', u'14', u'15', u'9', u'16', u'17']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[23632, 341, 889]",41.0,248144,4.0,1.0,graph,A1OQ3KL56KMQSU,35DR22AR5DKE80YJX5PHKTN2PP5X3E,38
695,"[20645, 24896, 25763]","[u'left', u'left', u'down']","[1060, 1544, 1970, 2410, 3216, 3992, 8205, 11549, 12098, 12705, 13158, 14239, 14607]","[u'3', u'4', u'5', u'2', u'9', u'7', u'8', u'16', u'17', u'15', u'14', u'12', u'13']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[20645, 459, 1]",38.7,303343,0.0,2.0,graph,A1OQ3KL56KMQSU,35DR22AR5DKE80YJX5PHKTN2PP5X3E,38
696,"[10036, 14310, 15101]","[u'up', u'up', u'left']","[735, 1263, 1747, 2347, 3540, 3900, 4390, 5298, 5568, 6236]","[u'3', u'2', u'5', u'4', u'7', u'12', u'13', u'8', u'14', u'15']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[10036, 377, 1]",36.0,353428,6.0,3.0,graph,A1OQ3KL56KMQSU,35DR22AR5DKE80YJX5PHKTN2PP5X3E,38
697,"[13125, 17276, 18159]","[u'left', u'left', u'up']","[932, 1289, 1865, 2207, 2983, 3634, 4651, 5361, 7814, 8208, 9034, 9484, 10620, 11026]","[u'3', u'4', u'5', u'2', u'7', u'8', u'9', u'6', u'10', u'11', u'14', u'15', u'13', u'12']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[13125, 344, 93]",32.6,403341,5.0,4.0,graph,A1OQ3KL56KMQSU,35DR22AR5DKE80YJX5PHKTN2PP5X3E,38
698,"[8562, 12850, 13602]","[u'right', u'right', u'up']","[518, 868, 1460, 2000, 2652, 3326, 4054, 5694, 6058, 6746, 7124]","[u'2', u'3', u'4', u'5', u'9', u'8', u'6', u'14', u'15', u'10', u'11']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[8561, 443, 1]",32.9,453907,2.0,5.0,graph,A1OQ3KL56KMQSU,35DR22AR5DKE80YJX5PHKTN2PP5X3E,38
699,"[11642, 15776, 16569]","[u'down', u'down', u'left']","[903, 1287, 1767, 2152, 2765, 3477, 4063, 4577, 5307, 7041, 9298]","[u'2', u'3', u'4', u'5', u'9', u'7', u'12', u'13', u'17', u'16', u'8']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[11641, 260, 1]",44.9,504277,1.0,6.0,graph,A1OQ3KL56KMQSU,35DR22AR5DKE80YJX5PHKTN2PP5X3E,38
700,"[9364, 13554, 14667]","[u'right', u'right', u'up']","[981, 1271, 1635, 1947, 2793, 3393, 4130, 4636, 5300, 5876, 6335]","[u'3', u'4', u'5', u'2', u'7', u'6', u'9', u'16', u'17', u'11', u'10']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[9363, 353, 357]",32.9,584890,3.0,7.0,graph,A1OQ3KL56KMQSU,35DR22AR5DKE80YJX5PHKTN2PP5X3E,38
701,"[20312, 24393, 25182]","[u'right', u'right', u'up']","[736, 1072, 1922, 2285, 2898, 3569, 4321, 5443, 5723, 6653, 7219, 8944, 12803, 13207, 13985, 14253]","[u'2', u'3', u'4', u'5', u'6', u'7', u'8', u'12', u'13', u'10', u'11', u'9', u'17', u'16', u'15', u'14']",0.0,"[3.18, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[20312, 386, 1]",20.4,928534,7.0,8.0,graph,A1OQ3KL56KMQSU,35DR22AR5DKE80YJX5PHKTN2PP5X3E,38
723,"[43751, 71279, 72600]","[u'left', u'left', u'up']","[24087, 25888, 26966, 28565, 29664, 30534, 31398, 32370, 34221, 34942, 35569, 36283, 37296, 37688, 38144, 38692]","[u'3', u'7', u'13', u'12', u'2', u'6', u'10', u'11', u'17', u'9', u'5', u'16', u'4', u'8', u'15', u'14']",1.0,"[18, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[43750, 8995, 631]",16.4,1110625,7.0,1.0,graph,A1P6OXEJ86HQRM,3ON104KXQKWK1WCXNEYESF11UNW4WE,39
724,"[20255, 72224, 73130]","[u'up', u'up', u'right']","[13581, 15501, 16434, 17127, 64279, 65507, 66489]","[u'3', u'2', u'5', u'4', u'7', u'13', u'12']",1.0,"[40, 0, 0]",0.1,45.0,"[1, 3, 7, 13]","[20255, 11071, 42]",0.3,1199764,5.0,2.0,graph,A1P6OXEJ86HQRM,3ON104KXQKWK1WCXNEYESF11UNW4WE,39
725,"[28620, 32211, 33325]","[u'right', u'right', u'up']","[4352, 6994, 7753, 8297, 13553, 16526, 17937, 20191, 21901, 23013, 25628, 26301, 26781]","[u'2', u'5', u'4', u'3', u'9', u'16', u'17', u'8', u'14', u'15', u'11', u'6', u'10']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[28620, 2938, 371]",32.7,1248017,2.0,3.0,graph,A1P6OXEJ86HQRM,3ON104KXQKWK1WCXNEYESF11UNW4WE,39
726,"[12089, 14148, 14930]","[u'up', u'up', u'left']","[1642, 2268, 3625, 4595, 6465, 6999, 7759, 8473, 8976, 9553]","[u'3', u'2', u'5', u'4', u'13', u'7', u'12', u'14', u'8', u'15']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[12089, 1343, 1]",36.0,1296497,6.0,4.0,graph,A1P6OXEJ86HQRM,3ON104KXQKWK1WCXNEYESF11UNW4WE,39
727,"[19242, 20637, 21699]","[u'right', u'right', u'up']","[2852, 3753, 4569, 5134, 8868, 9590, 10202, 11220, 11729, 12483, 13425, 13927, 14987]","[u'3', u'2', u'5', u'4', u'16', u'9', u'17', u'11', u'6', u'10', u'13', u'7', u'12']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[19242, 750, 333]",32.7,1344633,3.0,5.0,graph,A1P6OXEJ86HQRM,3ON104KXQKWK1WCXNEYESF11UNW4WE,39
728,"[12692, 13763, 14596]","[u'left', u'left', u'down']","[703, 1250, 2192, 2726, 4481, 6350, 6908, 7448, 8640, 9141, 10256, 10679, 11112]","[u'3', u'2', u'5', u'4', u'17', u'13', u'7', u'12', u'16', u'9', u'15', u'8', u'14']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[12692, 418, 112]",38.7,1396165,0.0,6.0,graph,A1P6OXEJ86HQRM,3ON104KXQKWK1WCXNEYESF11UNW4WE,39
729,"[8993, 9759, 10507]","[u'down', u'down', u'right']","[1518, 2083, 2664, 3191, 4486, 5041, 5577, 6311, 6757, 7207]","[u'3', u'2', u'5', u'4', u'14', u'8', u'15', u'16', u'9', u'17']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[8993, 55, 2]",41.0,1447649,4.0,7.0,graph,A1P6OXEJ86HQRM,3ON104KXQKWK1WCXNEYESF11UNW4WE,39
730,"[8307, 9242, 10103]","[u'down', u'down', u'left']","[1698, 2278, 2938, 3486, 4160, 5776, 6326, 6803]","[u'2', u'5', u'4', u'3', u'13', u'17', u'9', u'16']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[8307, 1, 1]",45.2,1503710,1.0,8.0,graph,A1P6OXEJ86HQRM,3ON104KXQKWK1WCXNEYESF11UNW4WE,39
744,"[21117, 29495, 31202]","[u'right', u'right', u'up']","[2168, 3567, 4175, 5175, 6359, 6895, 7399, 10705, 11096, 14311, 15303, 15887, 16967]","[u'3', u'2', u'5', u'4', u'6', u'10', u'11', u'8', u'14', u'15', u'12', u'13', u'7']",1.0,"[6, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[21117, 1678, 805]",20.7,439630,7.0,1.0,graph,A1QCQE5XW37LN1,33L7PJKHCGYTSGV54CJGM7A7TVMT8T,40
745,"[18445, 19248, 20067]","[u'down', u'down', u'left']","[1346, 2025, 2809, 3441, 4841, 5274, 6050, 7666, 8242, 8906, 12202, 12866, 14410, 15602, 16898, 17417]","[u'3', u'4', u'5', u'2', u'9', u'16', u'17', u'12', u'13', u'7', u'14', u'15', u'8', u'6', u'10', u'11']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[18445, 298, 1]",44.4,489667,1.0,2.0,graph,A1QCQE5XW37LN1,33L7PJKHCGYTSGV54CJGM7A7TVMT8T,40
746,"[13680, 14241, 15062]","[u'down', u'down', u'right']","[769, 1400, 2056, 2720, 3584, 4496, 4872, 5552, 6904, 7280, 8161, 9634, 10177, 11201, 11673, 12217]","[u'5', u'3', u'4', u'2', u'6', u'8', u'14', u'15', u'9', u'16', u'17', u'7', u'12', u'13', u'10', u'11']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[13680, 65, 2]",40.4,541675,4.0,3.0,graph,A1QCQE5XW37LN1,33L7PJKHCGYTSGV54CJGM7A7TVMT8T,40
747,"[12788, 13743, 14585]","[u'right', u'right', u'up']","[2188, 2940, 3532, 4036, 4804, 5524, 6172, 6796, 7220, 8070, 8773, 9133, 9725, 10684, 10956, 11540]","[u'3', u'4', u'7', u'12', u'13', u'2', u'5', u'9', u'16', u'17', u'6', u'10', u'11', u'8', u'14', u'15']",1.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[12788, 462, 1]",32.4,590051,2.0,4.0,graph,A1QCQE5XW37LN1,33L7PJKHCGYTSGV54CJGM7A7TVMT8T,40
748,"[10293, 11389, 12399]","[u'right', u'right', u'up']","[657, 1256, 1696, 2536, 3408, 3768, 4904, 5431, 6106, 6728, 7543, 8248, 8697, 9288]","[u'4', u'3', u'7', u'12', u'14', u'8', u'5', u'9', u'17', u'2', u'16', u'6', u'10', u'11']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[10293, 1, 2]",32.6,647016,3.0,5.0,graph,A1QCQE5XW37LN1,33L7PJKHCGYTSGV54CJGM7A7TVMT8T,40
749,"[20248, 21289, 22285]","[u'up', u'up', u'left']","[1518, 2606, 3382, 3942, 4694, 5278, 5902, 6374, 6918, 12134, 12862, 13502, 19173]","[u'4', u'5', u'2', u'3', u'7', u'12', u'14', u'8', u'15', u'6', u'9', u'17', u'13']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[20248, 1, 1]",35.7,695656,6.0,6.0,graph,A1QCQE5XW37LN1,33L7PJKHCGYTSGV54CJGM7A7TVMT8T,40
750,"[12095, 13099, 14167]","[u'left', u'left', u'down']","[2569, 3137, 3801, 4441, 5585, 6105, 7233, 7897, 8961, 9544, 10817]","[u'2', u'3', u'4', u'5', u'8', u'14', u'12', u'13', u'16', u'17', u'15']",1.0,"[-2, 0, 0]",0.1,45.0,"[1, 4, 8, 15]","[12095, 1, 1]",38.9,744756,0.0,7.0,graph,A1QCQE5XW37LN1,33L7PJKHCGYTSGV54CJGM7A7TVMT8T,40
751,"[20536, 21513, 22514]","[u'left', u'left', u'up']","[10895, 11901, 12813, 13685, 14525, 15606, 15958, 16502, 17254, 18062, 18550, 19062]","[u'3', u'7', u'5', u'4', u'2', u'6', u'10', u'11', u'9', u'8', u'14', u'15']",1.0,"[-1, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[20535, 2, 1]",32.8,792834,5.0,8.0,graph,A1QCQE5XW37LN1,33L7PJKHCGYTSGV54CJGM7A7TVMT8T,40
775,"[9213, 29843, 32740]","[u'up', u'up', u'left']","[2599, 3736, 4764, 5602, 6969, 7919, 31945]","[u'2', u'3', u'4', u'5', u'7', u'13', u'12']",2.0,"[17, 0, 0]",0.1,45.0,"[1, 3, 7, 12]","[9212, 1469, 1186]",36.3,787218,6.0,1.0,graph,A1QFL2GS6L26HG,3TMSXRD2X6039XFE0WFCUHUYJJ51WE,41
776,"[22843, 23804, 24958]","[u'right', u'right', u'up']","[962, 1863, 2639, 3415, 4668, 5757, 6710, 7585, 8586, 9388, 9979, 10790, 11456, 12257, 13020, 13708]","[u'4', u'3', u'2', u'5', u'9', u'8', u'6', u'10', u'11', u'13', u'7', u'12', u'14', u'15', u'16', u'17']",2.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[22842, 437, 2]",32.4,838194,3.0,2.0,graph,A1QFL2GS6L26HG,3TMSXRD2X6039XFE0WFCUHUYJJ51WE,41
777,"[11120, 12369, 13771]","[u'down', u'down', u'right']","[902, 1716, 3231, 4007, 4745, 6773, 7525, 8388, 9355, 10142]","[u'5', u'4', u'8', u'15', u'14', u'2', u'3', u'9', u'16', u'17']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 5, 9, 17]","[11120, 2, 2]",41.0,885442,4.0,3.0,graph,A1QFL2GS6L26HG,3TMSXRD2X6039XFE0WFCUHUYJJ51WE,41
778,"[23282, 24553, 25966]","[u'right', u'right', u'up']","[788, 1686, 2592, 3343, 4432, 5134, 6035, 7775, 9578, 10693, 11933, 12846, 15790, 21249, 22226]","[u'2', u'3', u'4', u'5', u'6', u'10', u'11', u'9', u'8', u'7', u'13', u'12', u'14', u'16', u'17']",2.0,"[0, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[23281, 2, 2]",20.5,935836,7.0,4.0,graph,A1QFL2GS6L26HG,3TMSXRD2X6039XFE0WFCUHUYJJ51WE,41
779,"[8139, 9497, 11296]","[u'down', u'down', u'left']","[None, None, 354, 1218, 2459, 3297, 4174, 5676, 6590, 7629]","[u'2', u'3', u'4', u'5', u'7', u'13', u'12', u'9', u'16', u'17']",2.0,"[-2, 0, 0]",0.1,45.0,"[1, 5, 9, 16]","[8139, 2, 334]",45.0,987399,1.0,5.0,graph,A1QFL2GS6L26HG,3TMSXRD2X6039XFE0WFCUHUYJJ51WE,41
780,"[14211, 15506, 16930]","[u'right', u'right', u'up']","[1021, 1884, 2697, 3486, 5014, 6280, 7193, 8946, 10286, 11351, 12904]","[u'3', u'4', u'5', u'2', u'9', u'6', u'10', u'8', u'14', u'15', u'11']",2.0,"[-1, 0, 0]",0.1,45.0,"[1, 2, 6, 10]","[14211, 2, 2]",32.9,1035017,2.0,6.0,graph,A1QFL2GS6L26HG,3TMSXRD2X6039XFE0WFCUHUYJJ51WE,41
781,"[9586, 29186, 30869]","[u'left', u'left', u'up']","[992, 1862, 2702, 3527, 4966, 5895, 7684, 8574, 28445, 35206, 36784, 37760, 38725, 41230, 42656, 43520]","[u'2', u'3', u'4', u'5', u'7', u'13', u'8', u'14', u'15', u'9', u'6', u'10', u'11', u'12', u'16', u'17']",2.0,"[14, 0, 0]",0.1,45.0,"[1, 4, 8, 14]","[9586, 3282, 2]",32.4,1101416,5.0,7.0,graph,A1QFL2GS6L26HG,3TMSXRD2X6039XFE0WFCUHUYJJ51WE,41
